temp,location,clouds,pressure,rain,time_stamp,humidity,wind
42.42,Back Bay,1.00,1012.14,0.1228,2018-12-16 16:45:01-07,0.77,11.25
42.43,Beacon Hill,1.00,1012.15,0.1846,2018-12-16 16:45:01-07,0.76,11.32
42.50,Boston University,1.00,1012.15,0.1089,2018-12-16 16:45:01-07,0.76,11.07
42.11,Fenway,1.00,1012.13,0.0969,2018-12-16 16:45:01-07,0.77,11.09
43.13,Financial District,1.00,1012.14,0.1786,2018-12-16 16:45:01-07,0.75,11.49
42.34,Haymarket Square,1.00,1012.15,0.2068,2018-12-16 16:45:01-07,0.77,11.49
42.36,North End,1.00,1012.15,0.2088,2018-12-16 16:45:01-07,0.77,11.46
42.21,North Station,1.00,1012.16,0.2069,2018-12-16 16:45:01-07,0.77,11.37
42.07,Northeastern University,1.00,1012.12,0.102,2018-12-16 16:45:01-07,0.78,11.28
43.05,South Station,1.00,1012.12,0.1547,2018-12-16 16:45:01-07,0.75,11.58
42.09,Theatre District,1.00,1012.13,0.1428,2018-12-16 16:45:01-07,0.78,11.41
43.28,Back Bay,0.81,990.81,,2018-11-27 12:45:20-07,0.71,8.30
43.27,Beacon Hill,0.80,990.80,,2018-11-27 12:45:20-07,0.71,8.30
43.35,Boston University,0.82,990.82,,2018-11-27 12:45:20-07,0.71,8.24
43.07,Fenway,0.82,990.82,,2018-11-27 12:45:20-07,0.72,8.28
43.35,Financial District,0.80,990.80,,2018-11-27 12:45:20-07,0.71,8.35
43.20,Haymarket Square,0.80,990.79,,2018-11-27 12:45:20-07,0.71,8.31
43.24,North End,0.80,990.79,,2018-11-27 12:45:20-07,0.71,8.32
41.95,North Station,0.81,991.63,,2018-11-27 12:45:20-07,0.73,10.87
43.05,Northeastern University,0.81,990.82,,2018-11-27 12:45:20-07,0.72,8.31
43.31,South Station,0.80,990.80,0.0023,2018-11-27 12:45:20-07,0.71,8.36
43.05,Theatre District,0.80,990.80,,2018-11-27 12:45:20-07,0.72,8.34
41.89,West End,0.81,991.64,,2018-11-27 12:45:20-07,0.74,10.88
43.92,North Station,1.00,1006.29,0.0409,2018-11-26 17:17:13-07,0.90,10.09
43.87,Northeastern University,1.00,1006.24,0.0284,2018-11-26 17:17:13-07,0.91,9.74
39.23,Back Bay,0.83,996.09,,2018-11-28 17:02:07-07,0.66,10.67
39.18,Beacon Hill,0.83,996.08,,2018-11-28 17:02:07-07,0.67,10.69
39.23,Boston University,0.83,996.11,,2018-11-28 17:02:07-07,0.66,10.53
39.10,Fenway,0.83,996.11,,2018-11-28 17:02:07-07,0.67,10.59
39.56,Financial District,0.83,996.07,,2018-11-28 17:02:07-07,0.66,10.79
39.18,Haymarket Square,0.83,996.07,,2018-11-28 17:02:07-07,0.66,10.73
39.21,North End,0.82,996.07,,2018-11-28 17:02:07-07,0.66,10.75
39.10,Northeastern University,0.83,996.10,,2018-11-28 17:02:07-07,0.67,10.66
39.54,South Station,0.83,996.08,,2018-11-28 17:02:07-07,0.66,10.80
39.10,Theatre District,0.83,996.08,,2018-11-28 17:02:07-07,0.67,10.75
39.10,West End,0.83,996.07,,2018-11-28 17:02:07-07,0.67,10.69
27.27,Back Bay,0.15,1033.40,,2018-12-14 04:45:01-07,0.80,2.96
27.27,Beacon Hill,0.15,1033.40,,2018-12-14 04:45:01-07,0.81,2.99
27.07,Boston University,0.15,1033.40,,2018-12-14 04:45:01-07,0.80,2.84
26.88,Fenway,0.15,1033.40,,2018-12-14 04:45:01-07,0.81,2.88
27.26,Financial District,0.15,1033.40,,2018-12-14 04:45:01-07,0.81,3.07
27.34,Haymarket Square,0.15,1033.40,,2018-12-14 04:45:01-07,0.81,3.04
27.43,North End,0.15,1033.40,,2018-12-14 04:45:01-07,0.81,3.05
27.22,North Station,0.15,1033.40,,2018-12-14 04:45:01-07,0.81,3.01
26.93,Northeastern University,0.16,1033.40,,2018-12-14 04:45:01-07,0.81,2.94
27.17,South Station,0.15,1033.40,,2018-12-14 04:45:01-07,0.81,3.07
27.03,Theatre District,0.15,1033.40,,2018-12-14 04:45:01-07,0.82,3.03
45.49,Back Bay,1.00,1012.46,,2018-11-26 10:35:10-07,0.86,6.47
45.42,Beacon Hill,1.00,1012.47,,2018-11-26 10:35:10-07,0.86,6.48
45.55,Boston University,1.00,1012.46,,2018-11-26 10:35:10-07,0.85,6.43
45.64,Fenway,1.00,1012.46,,2018-11-26 10:35:10-07,0.85,6.44
45.54,Financial District,1.00,1012.47,,2018-11-26 10:35:10-07,0.85,6.50
45.42,Haymarket Square,1.00,1012.47,,2018-11-26 10:35:10-07,0.86,6.50
45.43,North End,1.00,1012.47,,2018-11-26 10:35:10-07,0.86,6.51
45.47,North Station,1.00,1012.47,,2018-11-26 10:35:10-07,0.86,6.50
45.69,Northeastern University,1.00,1012.46,,2018-11-26 10:35:10-07,0.85,6.46
45.61,South Station,1.00,1012.47,,2018-11-26 10:35:10-07,0.85,6.50
45.55,Theatre District,1.00,1012.47,,2018-11-26 10:35:10-07,0.85,6.49
45.46,West End,1.00,1012.47,,2018-11-26 10:35:10-07,0.86,6.49
45.52,South Station,0.89,1000.08,,2018-12-03 02:52:59-07,0.95,1.39
45.98,Back Bay,0.99,1021.67,,2018-12-15 03:45:01-07,0.90,5.58
45.98,Beacon Hill,0.99,1021.65,,2018-12-15 03:45:01-07,0.90,5.64
46.11,Boston University,0.99,1021.67,,2018-12-15 03:45:01-07,0.89,5.51
46.83,Financial District,0.99,1021.65,,2018-12-15 03:45:01-07,0.87,5.68
45.94,Haymarket Square,0.99,1021.65,,2018-12-15 03:45:01-07,0.90,5.69
45.97,North End,0.99,1021.64,,2018-12-15 03:45:01-07,0.90,5.70
45.86,North Station,0.99,1021.64,,2018-12-15 03:45:01-07,0.90,5.68
45.65,Northeastern University,0.99,1021.68,,2018-12-15 03:45:01-07,0.91,5.53
45.68,Theatre District,0.99,1021.66,,2018-12-15 03:45:01-07,0.91,5.64
45.78,West End,0.99,1021.65,,2018-12-15 03:45:01-07,0.91,5.66
44.34,Back Bay,0.19,1029.99,,2018-12-14 11:45:01-07,0.61,3.39
44.18,Beacon Hill,0.19,1029.99,,2018-12-14 11:45:01-07,0.61,3.39
44.25,Boston University,0.20,1029.98,,2018-12-14 11:45:01-07,0.61,3.38
44.53,Fenway,0.20,1029.98,,2018-12-14 11:45:01-07,0.61,3.38
44.55,Financial District,0.18,1030.00,,2018-12-14 11:45:01-07,0.60,3.40
44.37,Haymarket Square,0.19,1030.00,,2018-12-14 11:45:01-07,0.61,3.40
44.37,North End,0.18,1030.00,,2018-12-14 11:45:01-07,0.61,3.40
44.44,North Station,0.19,1029.99,,2018-12-14 11:45:01-07,0.61,3.39
44.47,Theatre District,0.19,1029.99,,2018-12-14 11:45:01-07,0.61,3.39
44.41,West End,0.19,1029.99,,2018-12-14 11:45:01-07,0.61,3.39
40.01,Back Bay,0.95,1000.90,,2018-12-17 10:45:01-07,0.81,6.46
39.78,Beacon Hill,0.95,1000.89,,2018-12-17 10:45:01-07,0.81,6.44
40.15,Boston University,0.94,1000.91,,2018-12-17 10:45:01-07,0.80,6.44
40.27,Fenway,0.94,1000.91,,2018-12-17 10:45:01-07,0.80,6.47
39.89,Financial District,0.96,1000.89,,2018-12-17 10:45:01-07,0.81,6.46
39.85,Haymarket Square,0.95,1000.89,,2018-12-17 10:45:01-07,0.81,6.43
39.82,North End,0.96,1000.89,,2018-12-17 10:45:01-07,0.81,6.43
39.92,North Station,0.95,1000.89,,2018-12-17 10:45:01-07,0.81,6.42
40.17,Northeastern University,0.94,1000.91,,2018-12-17 10:45:01-07,0.80,6.49
39.90,South Station,0.95,1000.90,,2018-12-17 10:45:01-07,0.81,6.47
39.92,Theatre District,0.95,1000.90,,2018-12-17 10:45:01-07,0.81,6.46
39.56,West End,0.95,1000.87,,2018-12-17 10:45:01-07,0.81,6.49
38.59,Back Bay,0.75,996.83,,2018-11-28 17:39:28-07,0.69,11.01
38.55,Beacon Hill,0.75,996.82,,2018-11-28 17:39:28-07,0.69,11.05
38.62,Boston University,0.74,996.85,,2018-11-28 17:39:28-07,0.69,10.84
38.35,Fenway,0.75,996.86,,2018-11-28 17:39:28-07,0.70,10.90
38.00,Financial District,0.76,996.81,,2018-11-28 17:39:28-07,0.71,11.17
38.52,Haymarket Square,0.75,996.80,,2018-11-28 17:39:28-07,0.69,11.11
38.55,North End,0.75,996.80,,2018-11-28 17:39:28-07,0.69,11.13
38.44,North Station,0.75,996.80,,2018-11-28 17:39:28-07,0.69,11.07
38.32,Northeastern University,0.75,996.85,,2018-11-28 17:39:28-07,0.70,10.99
37.94,South Station,0.76,996.81,,2018-11-28 17:39:28-07,0.71,11.19
38.35,Theatre District,0.76,996.82,,2018-11-28 17:39:28-07,0.70,11.12
38.39,West End,0.75,996.81,,2018-11-28 17:39:28-07,0.69,11.06
36.33,Beacon Hill,0.29,1001.77,,2018-12-17 19:45:02-07,0.69,10.03
37.00,Financial District,0.29,1001.76,,2018-12-17 19:45:02-07,0.67,10.10
36.16,West End,0.29,1001.85,,2018-12-17 19:45:02-07,0.70,10.01
36.78,Back Bay,0.42,1023.64,,2018-12-01 16:52:54-07,0.76,2.47
36.74,Boston University,0.44,1023.65,,2018-12-01 16:52:54-07,0.76,2.43
36.65,Fenway,0.44,1023.64,,2018-12-01 16:52:54-07,0.76,2.43
35.54,Financial District,0.40,1023.64,,2018-12-01 16:52:54-07,0.80,2.52
36.78,Haymarket Square,0.40,1023.64,,2018-12-01 16:52:54-07,0.76,2.52
36.82,North End,0.40,1023.64,,2018-12-01 16:52:54-07,0.76,2.53
36.74,North Station,0.40,1023.64,,2018-12-01 16:52:54-07,0.76,2.51
36.68,Northeastern University,0.43,1023.64,,2018-12-01 16:52:54-07,0.76,2.45
36.69,Theatre District,0.41,1023.64,,2018-12-01 16:52:54-07,0.76,2.50
33.71,Back Bay,0.12,991.21,,2018-11-28 02:49:16-07,0.82,5.36
33.67,Beacon Hill,0.12,991.20,,2018-11-28 02:49:16-07,0.82,5.37
33.79,Boston University,0.13,991.22,,2018-11-28 02:49:16-07,0.82,5.29
33.48,Fenway,0.13,991.22,,2018-11-28 02:49:16-07,0.83,5.33
33.76,Financial District,0.12,991.20,,2018-11-28 02:49:16-07,0.82,5.42
33.51,Haymarket Square,0.12,991.20,,2018-11-28 02:49:16-07,0.83,5.39
33.54,North End,0.12,991.20,,2018-11-28 02:49:16-07,0.83,5.40
33.46,North Station,0.12,991.20,,2018-11-28 02:49:16-07,0.83,5.37
33.40,Northeastern University,0.13,991.22,,2018-11-28 02:49:16-07,0.83,5.37
33.76,South Station,0.12,991.21,,2018-11-28 02:49:16-07,0.82,5.43
33.38,Theatre District,0.12,991.21,,2018-11-28 02:49:16-07,0.83,5.41
33.41,West End,0.12,991.20,,2018-11-28 02:49:16-07,0.83,5.37
51.70,Beacon Hill,0.90,1021.30,,2018-12-15 11:45:02-07,0.73,5.55
51.99,Fenway,0.92,1021.29,,2018-12-15 11:45:02-07,0.73,5.41
52.14,Financial District,0.90,1021.30,,2018-12-15 11:45:02-07,0.72,5.60
52.17,South Station,0.90,1021.29,,2018-12-15 11:45:02-07,0.72,5.60
51.97,Theatre District,0.91,1021.29,,2018-12-15 11:45:02-07,0.73,5.56
51.94,West End,0.90,1021.31,,2018-12-15 11:45:02-07,0.73,5.57
25.40,Back Bay,0.76,1006.33,,2018-12-18 03:45:01-07,0.52,17.96
25.70,Beacon Hill,0.80,1006.69,,2018-12-18 03:45:01-07,0.53,17.88
25.50,Boston University,0.79,1006.25,,2018-12-18 03:45:01-07,0.52,17.81
25.74,Financial District,0.77,1006.30,,2018-12-18 03:45:01-07,0.52,18.11
25.37,Haymarket Square,0.77,1006.30,,2018-12-18 03:45:01-07,0.53,18.16
25.42,North End,0.77,1006.29,,2018-12-18 03:45:01-07,0.53,18.18
25.40,North Station,0.80,1006.20,,2018-12-18 03:45:01-07,0.53,18.09
24.36,Northeastern University,0.69,1006.30,,2018-12-18 03:45:01-07,0.54,17.84
25.67,South Station,0.77,1006.30,,2018-12-18 03:45:01-07,0.52,18.08
25.13,Theatre District,0.77,1006.31,,2018-12-18 03:45:01-07,0.53,18.04
25.18,West End,0.77,1006.31,,2018-12-18 03:45:01-07,0.53,18.12
28.83,Back Bay,0.27,1021.48,,2018-12-09 19:40:57-07,0.60,5.11
28.81,Beacon Hill,0.27,1021.48,,2018-12-09 19:40:57-07,0.60,5.16
28.84,Boston University,0.27,1021.48,,2018-12-09 19:40:57-07,0.60,5.02
28.66,Fenway,0.27,1021.48,,2018-12-09 19:40:57-07,0.60,5.03
28.81,Financial District,0.28,1021.48,,2018-12-09 19:40:57-07,0.60,5.21
28.82,Haymarket Square,0.28,1021.47,,2018-12-09 19:40:57-07,0.60,5.22
28.86,North End,0.28,1021.47,,2018-12-09 19:40:57-07,0.60,5.24
28.78,North Station,0.28,1021.47,,2018-12-09 19:40:57-07,0.60,5.20
28.71,Northeastern University,0.27,1021.48,,2018-12-09 19:40:57-07,0.60,5.06
28.83,South Station,0.28,1021.48,,2018-12-09 19:40:57-07,0.60,5.20
28.76,Theatre District,0.28,1021.48,,2018-12-09 19:40:57-07,0.60,5.17
28.72,West End,0.28,1021.47,,2018-12-09 19:40:57-07,0.60,5.19
42.89,Boston University,0.98,1024.62,,2018-12-14 20:45:02-07,0.88,5.93
42.66,West End,0.98,1024.61,,2018-12-14 20:45:02-07,0.89,6.03
40.65,Back Bay,0.93,1013.76,,2018-11-25 22:13:03-07,0.92,3.01
40.69,North End,0.93,1013.77,,2018-11-25 22:13:03-07,0.92,3.02
40.46,Northeastern University,0.92,1013.75,,2018-11-25 22:13:03-07,0.93,3.06
40.52,Theatre District,0.93,1013.76,,2018-11-25 22:13:03-07,0.93,3.10
40.42,Beacon Hill,0.92,1013.80,,2018-11-25 22:28:03-07,0.93,2.69
40.45,North End,0.92,1013.80,,2018-11-25 22:28:03-07,0.93,2.71
40.35,North Station,0.92,1013.80,,2018-11-25 22:28:03-07,0.93,2.66
40.16,Northeastern University,0.91,1013.79,,2018-11-25 22:28:03-07,0.94,2.75
42.47,Back Bay,0.58,1007.66,,2018-11-29 12:52:54-07,0.54,10.66
42.46,Beacon Hill,0.58,1007.66,,2018-11-29 12:52:54-07,0.54,10.74
42.65,Boston University,0.59,1007.67,,2018-11-29 12:52:54-07,0.54,10.55
42.32,Fenway,0.58,1007.67,,2018-11-29 12:52:54-07,0.55,10.54
42.66,Financial District,0.58,1007.66,,2018-11-29 12:52:54-07,0.54,10.80
42.44,Haymarket Square,0.58,1007.66,,2018-11-29 12:52:54-07,0.54,10.81
42.48,North End,0.58,1007.66,,2018-11-29 12:52:54-07,0.54,10.84
42.40,North Station,0.58,1007.66,,2018-11-29 12:52:54-07,0.54,10.80
42.31,Northeastern University,0.58,1007.67,,2018-11-29 12:52:54-07,0.55,10.59
42.64,South Station,0.58,1007.66,,2018-11-29 12:52:54-07,0.54,10.79
42.33,Theatre District,0.58,1007.66,,2018-11-29 12:52:54-07,0.55,10.74
42.35,West End,0.58,1007.66,,2018-11-29 12:52:54-07,0.55,10.77
32.33,Back Bay,0.70,1033.66,,2018-12-13 11:45:01-07,0.56,2.34
32.24,Beacon Hill,0.70,1033.66,,2018-12-13 11:45:01-07,0.56,2.36
32.31,Fenway,0.70,1033.65,,2018-12-13 11:45:01-07,0.56,2.31
32.28,Haymarket Square,0.69,1033.67,,2018-12-13 11:45:01-07,0.56,2.38
32.31,North End,0.69,1033.67,,2018-12-13 11:45:01-07,0.56,2.38
32.28,North Station,0.69,1033.67,,2018-12-13 11:45:01-07,0.56,2.36
40.65,Boston University,0.94,1013.75,,2018-11-25 21:55:41-07,0.92,2.67
40.54,Fenway,0.94,1013.75,,2018-11-25 21:55:41-07,0.92,2.78
40.65,South Station,0.94,1013.76,,2018-11-25 21:55:41-07,0.92,2.97
40.60,Theatre District,0.94,1013.76,,2018-11-25 21:55:41-07,0.92,2.91
45.27,Beacon Hill,1.00,989.02,,2018-11-27 05:15:21-07,0.93,1.56
30.02,Fenway,1.00,1003.18,,2018-12-18 00:45:02-07,0.58,12.97
29.93,West End,1.00,1003.15,,2018-12-18 00:45:02-07,0.59,13.08
30.10,Back Bay,1.00,1003.16,,2018-12-18 00:45:01-07,0.58,13.04
30.01,Beacon Hill,1.00,1003.16,,2018-12-18 00:45:01-07,0.59,13.07
30.09,Boston University,1.00,1003.18,,2018-12-18 00:45:01-07,0.58,12.92
30.16,Financial District,1.00,1003.15,,2018-12-18 00:45:01-07,0.58,13.16
30.03,Haymarket Square,1.00,1003.15,,2018-12-18 00:45:01-07,0.59,13.12
30.07,North End,1.00,1003.15,,2018-12-18 00:45:01-07,0.58,13.14
30.00,North Station,1.00,1003.15,,2018-12-18 00:45:01-07,0.59,13.09
29.99,Northeastern University,1.00,1003.17,,2018-12-18 00:45:01-07,0.59,13.03
30.14,South Station,1.00,1003.15,,2018-12-18 00:45:01-07,0.58,13.17
29.94,Theatre District,1.00,1003.15,,2018-12-18 00:45:01-07,0.59,13.12
40.59,North Station,0.93,1013.77,,2018-11-25 22:13:58-07,0.92,2.95
40.46,Northeastern University,0.92,1013.75,,2018-11-25 22:13:58-07,0.93,3.06
33.40,Back Bay,0.14,991.21,,2018-11-28 03:06:24-07,0.83,5.65
33.37,Beacon Hill,0.14,991.20,,2018-11-28 03:06:24-07,0.83,5.65
33.52,Boston University,0.14,991.21,,2018-11-28 03:06:24-07,0.83,5.57
33.15,Fenway,0.14,991.22,,2018-11-28 03:06:24-07,0.84,5.61
33.58,Financial District,0.14,991.20,,2018-11-28 03:06:24-07,0.82,5.71
33.18,Haymarket Square,0.14,991.19,,2018-11-28 03:06:24-07,0.84,5.68
33.21,North End,0.14,991.19,,2018-11-28 03:06:24-07,0.84,5.69
33.13,North Station,0.14,991.19,,2018-11-28 03:06:24-07,0.84,5.66
33.05,Northeastern University,0.14,991.22,,2018-11-28 03:06:24-07,0.84,5.65
33.58,South Station,0.14,991.20,,2018-11-28 03:06:24-07,0.82,5.72
33.04,Theatre District,0.14,991.20,,2018-11-28 03:06:24-07,0.84,5.69
33.07,West End,0.14,991.19,,2018-11-28 03:06:24-07,0.84,5.66
46.71,Back Bay,0.91,1022.17,,2018-12-15 07:45:01-07,0.89,3.93
46.62,Beacon Hill,0.91,1022.17,,2018-12-15 07:45:01-07,0.89,3.96
46.40,Boston University,0.91,1022.17,,2018-12-15 07:45:01-07,0.90,3.98
46.86,Fenway,0.91,1022.16,,2018-12-15 07:45:01-07,0.89,3.93
46.84,Financial District,0.92,1022.16,,2018-12-15 07:45:01-07,0.89,3.92
46.85,Haymarket Square,0.91,1022.17,,2018-12-15 07:45:01-07,0.88,3.97
46.85,North End,0.92,1022.17,,2018-12-15 07:45:01-07,0.88,3.97
46.92,North Station,0.91,1022.17,,2018-12-15 07:45:01-07,0.88,3.99
46.88,Northeastern University,0.92,1022.16,,2018-12-15 07:45:01-07,0.89,3.89
46.85,South Station,0.92,1022.16,,2018-12-15 07:45:01-07,0.89,3.89
46.87,Theatre District,0.92,1022.16,,2018-12-15 07:45:01-07,0.89,3.91
46.88,West End,0.91,1022.17,,2018-12-15 07:45:01-07,0.88,3.98
41.98,Fenway,0.88,1021.54,,2018-12-16 07:45:02-07,0.71,7.22
42.12,South Station,0.87,1021.56,,2018-12-16 07:45:02-07,0.71,7.42
41.96,West End,0.87,1021.58,,2018-12-16 07:45:02-07,0.71,7.29
35.65,Financial District,0.14,991.55,,2018-11-28 00:24:51-07,0.77,6.55
34.94,Haymarket Square,0.14,991.54,,2018-11-28 00:24:51-07,0.79,6.52
41.01,Back Bay,0.65,1023.18,,2018-12-01 13:52:54-07,0.63,1.79
40.96,Beacon Hill,0.64,1023.18,,2018-12-01 13:52:54-07,0.63,1.78
41.09,Boston University,0.65,1023.18,,2018-12-01 13:52:54-07,0.63,1.79
40.93,Fenway,0.65,1023.17,,2018-12-01 13:52:54-07,0.63,1.80
41.37,Financial District,0.64,1023.18,,2018-12-01 13:52:54-07,0.62,1.78
40.94,Haymarket Square,0.64,1023.18,,2018-12-01 13:52:54-07,0.63,1.77
40.96,North End,0.63,1023.18,,2018-12-01 13:52:54-07,0.63,1.77
40.92,North Station,0.63,1023.18,,2018-12-01 13:52:54-07,0.63,1.77
40.90,Northeastern University,0.66,1023.17,,2018-12-01 13:52:54-07,0.63,1.81
41.35,South Station,0.65,1023.18,,2018-12-01 13:52:54-07,0.62,1.79
40.87,Theatre District,0.65,1023.18,,2018-12-01 13:52:54-07,0.63,1.79
40.88,West End,0.64,1023.18,,2018-12-01 13:52:54-07,0.63,1.77
33.49,Back Bay,0.41,991.97,,2018-11-28 02:42:24-07,0.84,6.74
33.22,Fenway,0.41,991.99,,2018-11-28 02:42:24-07,0.84,6.69
33.29,Haymarket Square,0.40,991.95,,2018-11-28 02:42:24-07,0.84,6.79
33.09,Northeastern University,0.41,991.99,,2018-11-28 02:42:24-07,0.85,6.74
34.11,South Station,0.40,991.97,,2018-11-28 02:42:24-07,0.82,6.83
33.08,Theatre District,0.40,991.97,,2018-11-28 02:42:24-07,0.85,6.80
44.29,Back Bay,1.00,998.12,0.0113,2018-11-26 22:45:20-07,0.89,14.24
44.28,Beacon Hill,1.00,998.13,0.011,2018-11-26 22:45:20-07,0.89,14.34
44.37,Boston University,1.00,998.14,0.0073,2018-11-26 22:45:20-07,0.89,14.08
44.03,Fenway,1.00,998.12,0.0107,2018-11-26 22:45:20-07,0.90,14.10
43.30,Financial District,1.00,998.65,0.016,2018-11-26 22:45:20-07,0.90,10.17
44.18,Haymarket Square,1.00,998.13,0.0117,2018-11-26 22:45:20-07,0.89,14.44
43.12,North End,1.00,998.67,0.012,2018-11-26 22:45:20-07,0.91,10.21
44.09,North Station,1.00,998.14,0.0097,2018-11-26 22:45:20-07,0.90,14.41
43.99,Northeastern University,1.00,998.11,0.0127,2018-11-26 22:45:20-07,0.90,14.16
44.64,South Station,1.00,998.11,0.018,2018-11-26 22:45:20-07,0.88,14.42
43.06,Theatre District,1.00,998.65,0.0147,2018-11-26 22:45:20-07,0.91,10.15
44.04,West End,1.00,998.14,0.0103,2018-11-26 22:45:20-07,0.90,14.38
41.27,Back Bay,0.27,1032.07,,2018-12-14 09:45:02-07,0.66,4.26
41.20,Beacon Hill,0.27,1032.08,,2018-12-14 09:45:02-07,0.66,4.28
41.35,Boston University,0.27,1032.06,,2018-12-14 09:45:02-07,0.66,4.24
40.88,Financial District,0.27,1032.08,,2018-12-14 09:45:02-07,0.67,4.29
41.16,North Station,0.26,1032.08,,2018-12-14 09:45:02-07,0.66,4.31
41.49,Northeastern University,0.27,1032.07,,2018-12-14 09:45:02-07,0.66,4.23
40.99,South Station,0.27,1032.08,,2018-12-14 09:45:02-07,0.67,4.28
41.30,Theatre District,0.27,1032.08,,2018-12-14 09:45:02-07,0.66,4.27
41.14,West End,0.27,1032.08,,2018-12-14 09:45:02-07,0.66,4.30
45.49,Back Bay,0.98,1012.84,,2018-11-26 10:05:08-07,0.86,6.09
45.49,Boston University,0.98,1012.84,,2018-11-26 10:05:08-07,0.86,5.91
45.58,Fenway,0.98,1012.84,,2018-11-26 10:05:08-07,0.86,5.97
45.47,Haymarket Square,0.98,1012.83,,2018-11-26 10:05:08-07,0.86,6.22
45.50,North End,0.98,1012.83,,2018-11-26 10:05:08-07,0.86,6.25
45.50,North Station,0.98,1012.83,,2018-11-26 10:05:08-07,0.86,6.18
45.66,Northeastern University,0.98,1012.85,,2018-11-26 10:05:08-07,0.85,6.05
45.57,South Station,0.98,1012.84,,2018-11-26 10:05:08-07,0.85,6.27
45.59,Theatre District,0.98,1012.84,,2018-11-26 10:05:08-07,0.85,6.20
45.49,West End,0.98,1012.83,,2018-11-26 10:05:08-07,0.86,6.16
38.61,Back Bay,0.96,1017.24,,2018-11-30 15:52:54-07,0.65,3.26
38.59,Beacon Hill,0.96,1017.24,,2018-11-30 15:52:54-07,0.65,3.20
38.58,Boston University,0.96,1017.24,,2018-11-30 15:52:54-07,0.65,3.37
38.42,Fenway,0.96,1017.24,,2018-11-30 15:52:54-07,0.66,3.36
39.70,Financial District,0.96,1017.23,,2018-11-30 15:52:54-07,0.63,3.15
38.61,Haymarket Square,0.96,1017.23,,2018-11-30 15:52:54-07,0.65,3.15
38.65,North End,0.96,1017.23,,2018-11-30 15:52:54-07,0.65,3.13
38.57,North Station,0.96,1017.24,,2018-11-30 15:52:54-07,0.65,3.16
38.46,Northeastern University,0.96,1017.24,,2018-11-30 15:52:54-07,0.66,3.31
39.71,South Station,0.96,1017.23,,2018-11-30 15:52:54-07,0.63,3.15
38.54,Theatre District,0.96,1017.24,,2018-11-30 15:52:54-07,0.65,3.19
38.52,West End,0.96,1017.24,,2018-11-30 15:52:54-07,0.66,3.18
40.67,Back Bay,0.83,994.09,,2018-11-28 15:02:09-07,0.63,9.24
40.64,Beacon Hill,0.83,994.08,,2018-11-28 15:02:09-07,0.63,9.24
40.63,Boston University,0.83,994.10,,2018-11-28 15:02:09-07,0.63,9.16
41.42,Financial District,0.84,994.07,,2018-11-28 15:02:09-07,0.61,9.30
40.76,Haymarket Square,0.84,994.07,,2018-11-28 15:02:09-07,0.63,9.26
40.81,North End,0.84,994.06,,2018-11-28 15:02:09-07,0.63,9.27
40.78,North Station,0.83,994.07,,2018-11-28 15:02:09-07,0.63,9.24
40.78,Northeastern University,0.84,994.10,,2018-11-28 15:02:09-07,0.63,9.25
41.46,South Station,0.84,994.07,,2018-11-28 15:02:09-07,0.61,9.31
40.86,Theatre District,0.84,994.08,,2018-11-28 15:02:09-07,0.63,9.29
40.73,West End,0.83,994.07,,2018-11-28 15:02:09-07,0.63,9.24
44.09,Back Bay,0.99,1005.30,0.1577,2018-11-26 18:18:34-07,0.90,11.25
44.11,Beacon Hill,0.99,1005.33,0.1881,2018-11-26 18:18:34-07,0.90,11.30
44.07,Boston University,0.99,1005.27,0.1301,2018-11-26 18:18:34-07,0.90,11.13
43.87,Fenway,0.99,1005.25,0.1231,2018-11-26 18:18:34-07,0.91,11.15
44.87,Financial District,0.99,1005.34,0.2125,2018-11-26 18:18:34-07,0.87,11.38
44.12,Haymarket Square,0.99,1005.36,0.2232,2018-11-26 18:18:34-07,0.90,11.37
44.17,North End,0.99,1005.37,0.2349,2018-11-26 18:18:34-07,0.90,11.39
44.07,North Station,0.99,1005.36,0.2178,2018-11-26 18:18:34-07,0.90,11.35
43.88,Northeastern University,0.99,1005.26,0.1303,2018-11-26 18:18:34-07,0.91,11.20
44.84,South Station,0.99,1005.33,0.204,2018-11-26 18:18:34-07,0.88,11.38
43.99,Theatre District,0.99,1005.32,0.1872,2018-11-26 18:18:34-07,0.90,11.33
44.01,West End,0.99,1005.35,0.2043,2018-11-26 18:18:34-07,0.90,11.33
31.41,Beacon Hill,0.83,1034.67,,2018-12-13 15:45:02-07,0.64,2.32
31.35,Boston University,0.83,1034.67,,2018-12-13 15:45:02-07,0.63,2.30
32.70,Financial District,0.84,1034.68,,2018-12-13 15:45:02-07,0.61,2.36
30.98,Northeastern University,0.84,1034.67,,2018-12-13 15:45:02-07,0.65,2.35
31.12,Theatre District,0.84,1034.67,,2018-12-13 15:45:02-07,0.65,2.35
31.18,West End,0.83,1034.68,,2018-12-13 15:45:02-07,0.64,2.31
38.84,Back Bay,1.00,1005.53,,2018-12-16 23:45:01-07,0.90,10.93
38.85,Beacon Hill,1.00,1005.54,,2018-12-16 23:45:01-07,0.90,11.01
38.77,Boston University,1.00,1005.57,,2018-12-16 23:45:01-07,0.90,10.69
38.60,Fenway,1.00,1005.54,,2018-12-16 23:45:01-07,0.91,10.76
39.65,Financial District,1.00,1005.51,,2018-12-16 23:45:01-07,0.88,11.17
