temp,location,clouds,pressure,rain,time_stamp,humidity,wind
45.26,Back Bay,1.00,989.04,,2018-11-27 05:15:20-07,0.93,1.54
45.09,Boston University,1.00,989.05,,2018-11-27 05:15:20-07,0.93,1.39
45.10,Fenway,1.00,989.05,,2018-11-27 05:15:20-07,0.93,1.48
45.83,Financial District,1.00,989.02,,2018-11-27 05:15:20-07,0.91,1.70
45.37,Haymarket Square,1.00,989.01,,2018-11-27 05:15:20-07,0.93,1.64
45.42,North End,1.00,989.01,,2018-11-27 05:15:20-07,0.93,1.67
45.32,North Station,1.00,989.01,,2018-11-27 05:15:20-07,0.93,1.59
45.19,Northeastern University,1.00,989.05,,2018-11-27 05:15:20-07,0.93,1.56
45.83,South Station,1.00,989.02,,2018-11-27 05:15:20-07,0.91,1.71
45.30,Theatre District,1.00,989.02,,2018-11-27 05:15:20-07,0.93,1.64
45.26,West End,1.00,989.02,,2018-11-27 05:15:20-07,0.93,1.57
37.55,Back Bay,0.47,998.85,,2018-11-28 21:39:58-07,0.72,10.10
37.54,Beacon Hill,0.47,998.84,0.0019,2018-11-28 21:39:58-07,0.72,10.14
37.59,Boston University,0.46,998.87,,2018-11-28 21:39:58-07,0.71,9.97
37.24,Fenway,0.46,998.87,,2018-11-28 21:39:58-07,0.72,10.01
38.17,Financial District,0.48,998.83,,2018-11-28 21:39:58-07,0.70,10.23
37.47,Haymarket Square,0.48,998.83,0.0019,2018-11-28 21:39:58-07,0.72,10.20
37.51,North End,0.48,998.83,0.0019,2018-11-28 21:39:58-07,0.72,10.22
37.37,North Station,0.48,998.83,0.0019,2018-11-28 21:39:58-07,0.72,10.17
37.15,Northeastern University,0.46,998.87,,2018-11-28 21:39:58-07,0.73,10.07
38.06,South Station,0.48,998.83,,2018-11-28 21:39:58-07,0.70,10.23
37.19,Theatre District,0.47,998.84,,2018-11-28 21:39:58-07,0.73,10.19
37.31,West End,0.47,998.84,0.0019,2018-11-28 21:39:58-07,0.72,10.15
40.40,Back Bay,0.92,1013.79,,2018-11-25 22:28:04-07,0.93,2.71
40.39,Boston University,0.91,1013.79,,2018-11-25 22:28:04-07,0.93,2.59
40.17,Fenway,0.91,1013.78,,2018-11-25 22:28:04-07,0.94,2.67
40.34,Financial District,0.92,1013.80,,2018-11-25 22:28:04-07,0.94,2.78
40.29,South Station,0.92,1013.80,,2018-11-25 22:28:04-07,0.94,2.82
40.24,Theatre District,0.92,1013.79,,2018-11-25 22:28:04-07,0.94,2.78
38.51,Back Bay,0.54,997.83,,2018-11-28 19:02:08-07,0.70,10.23
44.53,Northeastern University,0.19,1029.99,,2018-12-14 11:45:02-07,0.61,3.39
44.59,South Station,0.18,1030.00,,2018-12-14 11:45:02-07,0.60,3.40
39.89,Back Bay,0.57,1023.45,,2018-12-01 14:52:54-07,0.65,2.66
39.85,Beacon Hill,0.57,1023.46,,2018-12-01 14:52:54-07,0.65,2.64
39.92,Boston University,0.58,1023.45,,2018-12-01 14:52:54-07,0.64,2.63
39.76,Fenway,0.58,1023.44,,2018-12-01 14:52:54-07,0.65,2.66
40.40,Financial District,0.57,1023.46,,2018-12-01 14:52:54-07,0.63,2.66
39.85,Haymarket Square,0.56,1023.46,,2018-12-01 14:52:54-07,0.65,2.64
39.88,North End,0.56,1023.46,,2018-12-01 14:52:54-07,0.65,2.64
39.81,North Station,0.56,1023.46,,2018-12-01 14:52:54-07,0.65,2.63
39.72,Northeastern University,0.58,1023.44,,2018-12-01 14:52:54-07,0.65,2.68
40.36,South Station,0.57,1023.46,,2018-12-01 14:52:54-07,0.64,2.67
39.74,Theatre District,0.57,1023.45,,2018-12-01 14:52:54-07,0.65,2.67
39.77,West End,0.56,1023.46,,2018-12-01 14:52:54-07,0.65,2.63
31.62,Back Bay,0.77,1034.38,,2018-12-13 14:45:01-07,0.63,2.04
31.62,Beacon Hill,0.76,1034.38,,2018-12-13 14:45:01-07,0.63,2.03
31.60,Boston University,0.78,1034.38,,2018-12-13 14:45:01-07,0.63,1.98
31.41,Fenway,0.78,1034.38,,2018-12-13 14:45:01-07,0.63,2.03
32.74,Financial District,0.76,1034.39,,2018-12-13 14:45:01-07,0.60,2.09
31.62,Haymarket Square,0.76,1034.39,,2018-12-13 14:45:01-07,0.63,2.05
31.66,North End,0.76,1034.39,,2018-12-13 14:45:01-07,0.63,2.06
31.55,North Station,0.76,1034.39,,2018-12-13 14:45:01-07,0.63,2.03
31.42,Northeastern University,0.78,1034.38,,2018-12-13 14:45:01-07,0.63,2.07
32.71,South Station,0.76,1034.39,,2018-12-13 14:45:01-07,0.61,2.11
31.49,Theatre District,0.77,1034.39,,2018-12-13 14:45:01-07,0.63,2.08
31.50,West End,0.76,1034.39,,2018-12-13 14:45:01-07,0.63,2.03
33.66,Beacon Hill,0.12,991.20,,2018-11-28 02:50:10-07,0.82,5.38
33.74,South Station,0.12,991.20,,2018-11-28 02:50:10-07,0.82,5.45
44.70,Back Bay,1.00,1014.09,,2018-11-26 09:05:09-07,0.88,4.28
44.57,Beacon Hill,1.00,1014.10,,2018-11-26 09:05:09-07,0.88,4.30
44.86,Fenway,1.00,1014.08,,2018-11-26 09:05:09-07,0.87,4.22
44.76,North End,1.00,1014.11,,2018-11-26 09:05:09-07,0.88,4.36
44.79,North Station,1.00,1014.11,,2018-11-26 09:05:09-07,0.87,4.31
44.92,Theatre District,1.00,1014.10,,2018-11-26 09:05:09-07,0.87,4.37
41.38,Back Bay,0.92,991.50,,2018-11-28 10:02:07-07,0.63,9.22
41.49,Fenway,0.91,991.51,,2018-11-28 10:02:07-07,0.62,9.19
41.46,South Station,0.92,991.49,,2018-11-28 10:02:07-07,0.63,9.25
20.49,Back Bay,0.51,1029.45,,2018-12-13 00:45:01-07,0.59,3.54
20.49,Beacon Hill,0.51,1029.46,,2018-12-13 00:45:01-07,0.59,3.60
20.24,Boston University,0.50,1029.46,,2018-12-13 00:45:01-07,0.59,3.45
20.31,Fenway,0.51,1029.45,,2018-12-13 00:45:01-07,0.59,3.45
20.68,Financial District,0.51,1029.45,,2018-12-13 00:45:01-07,0.59,3.65
20.59,Haymarket Square,0.51,1029.45,,2018-12-13 00:45:01-07,0.59,3.66
20.64,North End,0.51,1029.45,,2018-12-13 00:45:01-07,0.59,3.68
20.53,North Station,0.51,1029.46,,2018-12-13 00:45:01-07,0.59,3.65
20.44,Northeastern University,0.51,1029.45,,2018-12-13 00:45:01-07,0.59,3.48
20.70,South Station,0.52,1029.45,,2018-12-13 00:45:01-07,0.59,3.64
20.59,Theatre District,0.51,1029.45,,2018-12-13 00:45:01-07,0.59,3.60
20.49,West End,0.51,1029.46,,2018-12-13 00:45:01-07,0.59,3.63
35.01,Back Bay,0.16,991.78,,2018-11-28 00:31:10-07,0.80,6.55
35.00,Beacon Hill,0.15,991.77,,2018-11-28 00:31:10-07,0.80,6.58
35.01,Boston University,0.16,991.78,,2018-11-28 00:31:10-07,0.80,6.43
34.90,Fenway,0.16,991.79,,2018-11-28 00:31:10-07,0.80,6.47
35.80,Financial District,0.13,991.56,,2018-11-28 00:31:10-07,0.77,6.70
35.03,Haymarket Square,0.15,991.76,,2018-11-28 00:31:10-07,0.80,6.63
35.06,North End,0.15,991.75,,2018-11-28 00:31:10-07,0.80,6.65
35.02,North Station,0.15,991.75,,2018-11-28 00:31:10-07,0.80,6.60
34.89,Northeastern University,0.16,991.79,,2018-11-28 00:31:10-07,0.80,6.52
35.80,South Station,0.15,991.77,,2018-11-28 00:31:10-07,0.77,6.66
34.94,Theatre District,0.15,991.77,,2018-11-28 00:31:10-07,0.80,6.62
34.97,West End,0.15,991.76,,2018-11-28 00:31:10-07,0.80,6.59
50.86,Back Bay,1.00,1003.26,,2018-12-02 14:52:54-07,0.93,3.87
50.77,Beacon Hill,1.00,1003.25,,2018-12-02 14:52:54-07,0.94,3.91
50.80,Boston University,1.00,1003.27,,2018-12-02 14:52:54-07,0.93,3.80
50.82,Fenway,1.00,1003.27,,2018-12-02 14:52:54-07,0.94,3.81
51.75,Financial District,1.00,1003.25,,2018-12-02 14:52:54-07,0.90,3.95
50.78,Haymarket Square,1.00,1003.25,,2018-12-02 14:52:54-07,0.93,3.95
50.81,North End,1.00,1003.25,,2018-12-02 14:52:54-07,0.93,3.96
50.74,North Station,1.00,1003.25,,2018-12-02 14:52:54-07,0.93,3.93
50.88,Northeastern University,1.00,1003.27,,2018-12-02 14:52:54-07,0.94,3.84
51.78,South Station,1.00,1003.25,,2018-12-02 14:52:54-07,0.90,3.95
50.83,Theatre District,1.00,1003.25,,2018-12-02 14:52:54-07,0.94,3.92
50.72,West End,1.00,1003.25,,2018-12-02 14:52:54-07,0.94,3.92
45.74,Theatre District,0.91,1021.45,,2018-12-15 02:45:02-07,0.91,5.86
40.41,Boston University,1.00,1014.17,,2018-11-25 23:24:03-07,0.91,1.20
40.57,Haymarket Square,1.00,1014.18,,2018-11-25 23:24:03-07,0.92,1.36
40.61,North End,1.00,1014.18,,2018-11-25 23:24:03-07,0.91,1.38
41.76,Beacon Hill,1.00,1011.52,0.051,2018-12-16 17:45:02-07,0.83,10.80
41.77,Boston University,0.95,1011.24,0.061,2018-12-16 17:45:02-07,0.83,10.49
41.55,Fenway,0.96,1011.23,0.063,2018-12-16 17:45:02-07,0.84,10.58
42.79,Financial District,1.00,1011.51,0.047,2018-12-16 17:45:02-07,0.80,10.96
41.61,Northeastern University,0.95,1011.22,0.0599,2018-12-16 17:45:02-07,0.84,10.68
42.68,South Station,0.95,1011.19,0.047,2018-12-16 17:45:02-07,0.81,10.93
41.60,West End,1.00,1011.53,0.05,2018-12-16 17:45:02-07,0.84,10.80
48.26,Back Bay,1.00,1002.89,,2018-12-02 16:52:54-07,0.94,3.92
48.15,Beacon Hill,1.00,1002.89,,2018-12-02 16:52:54-07,0.94,3.96
48.24,Fenway,1.00,1002.90,,2018-12-02 16:52:54-07,0.94,3.86
48.86,Financial District,1.00,1002.89,,2018-12-02 16:52:54-07,0.92,4.01
48.11,Haymarket Square,1.00,1002.89,,2018-12-02 16:52:54-07,0.94,4.00
48.13,North End,1.00,1002.89,,2018-12-02 16:52:54-07,0.94,4.02
48.08,North Station,1.00,1002.89,,2018-12-02 16:52:54-07,0.94,3.99
48.25,Northeastern University,1.00,1002.90,,2018-12-02 16:52:54-07,0.94,3.89
48.88,South Station,1.00,1002.89,,2018-12-02 16:52:54-07,0.92,4.01
48.14,Theatre District,1.00,1002.89,,2018-12-02 16:52:54-07,0.94,3.98
48.07,West End,1.00,1002.89,,2018-12-02 16:52:54-07,0.94,3.98
23.83,Back Bay,0.64,1006.85,,2018-12-18 04:45:02-07,0.53,16.13
23.83,Beacon Hill,0.64,1006.83,,2018-12-18 04:45:02-07,0.53,16.17
23.60,West End,0.64,1006.83,,2018-12-18 04:45:02-07,0.54,16.18
43.18,Beacon Hill,0.97,1014.51,,2018-11-26 08:05:08-07,0.91,3.44
43.25,South Station,0.97,1014.51,,2018-11-26 08:05:08-07,0.91,3.53
43.25,West End,0.97,1014.51,,2018-11-26 08:05:08-07,0.90,3.45
37.56,Back Bay,0.54,991.80,,2018-11-28 06:32:08-07,0.70,7.10
38.35,North Station,0.59,991.70,,2018-11-28 06:32:08-07,0.68,6.88
50.76,Back Bay,0.70,1000.22,,2018-12-03 13:52:54-07,0.56,6.74
50.71,Beacon Hill,0.70,1000.21,,2018-12-03 13:52:54-07,0.56,6.79
50.74,Boston University,0.70,1000.23,,2018-12-03 13:52:54-07,0.56,6.64
50.68,Fenway,0.70,1000.23,,2018-12-03 13:52:54-07,0.56,6.66
51.36,Financial District,0.70,1000.21,,2018-12-03 13:52:54-07,0.54,6.85
50.74,Haymarket Square,0.70,1000.21,,2018-12-03 13:52:54-07,0.56,6.84
50.77,North End,0.70,1000.21,,2018-12-03 13:52:54-07,0.56,6.86
50.71,North Station,0.70,1000.21,,2018-12-03 13:52:54-07,0.56,6.82
50.69,Northeastern University,0.70,1000.23,,2018-12-03 13:52:54-07,0.56,6.70
51.35,South Station,0.69,1000.21,,2018-12-03 13:52:54-07,0.54,6.85
50.68,Theatre District,0.70,1000.22,,2018-12-03 13:52:54-07,0.56,6.81
50.67,West End,0.70,1000.21,,2018-12-03 13:52:54-07,0.56,6.81
28.51,Back Bay,0.97,1005.33,,2018-12-18 01:45:01-07,0.56,15.45
28.42,Beacon Hill,0.97,1005.31,,2018-12-18 01:45:01-07,0.56,15.52
28.49,Boston University,0.98,1005.36,,2018-12-18 01:45:01-07,0.55,15.23
28.38,Fenway,0.98,1005.36,,2018-12-18 01:45:01-07,0.56,15.30
28.89,Financial District,0.96,1005.29,,2018-12-18 01:45:01-07,0.55,15.68
28.44,Haymarket Square,0.97,1005.29,,2018-12-18 01:45:01-07,0.56,15.62
28.48,North End,0.96,1005.29,,2018-12-18 01:45:01-07,0.56,15.66
28.40,North Station,0.97,1005.30,,2018-12-18 01:45:01-07,0.56,15.57
28.35,Northeastern University,0.98,1005.35,,2018-12-18 01:45:01-07,0.56,15.41
28.87,South Station,0.96,1005.29,,2018-12-18 01:45:01-07,0.55,15.69
28.32,Theatre District,0.97,1005.31,,2018-12-18 01:45:01-07,0.56,15.61
28.32,West End,0.97,1005.30,,2018-12-18 01:45:01-07,0.56,15.55
40.28,Fenway,1.00,1014.16,,2018-11-25 23:24:02-07,0.92,1.22
43.92,South Station,1.00,1014.18,,2018-11-25 23:24:02-07,0.81,1.38
49.48,Back Bay,0.88,1000.11,0.0044,2018-12-03 05:52:54-07,0.92,4.49
49.31,Beacon Hill,0.89,1000.10,0.0084,2018-12-03 05:52:54-07,0.93,4.48
49.40,Boston University,0.88,1000.11,0.005,2018-12-03 05:52:54-07,0.92,4.45
49.63,Fenway,0.88,1000.12,0.0039,2018-12-03 05:52:54-07,0.92,4.48
51.16,Financial District,0.89,1000.10,0.0073,2018-12-03 05:52:54-07,0.87,4.52
49.38,Haymarket Square,0.89,1000.10,0.0114,2018-12-03 05:52:54-07,0.92,4.49
49.38,North End,0.89,1000.10,0.0115,2018-12-03 05:52:54-07,0.92,4.50
49.40,North Station,0.89,1000.10,0.0124,2018-12-03 05:52:54-07,0.92,4.48
49.67,Northeastern University,0.88,1000.11,0.0032,2018-12-03 05:52:54-07,0.92,4.50
51.24,South Station,0.89,1000.10,0.0062,2018-12-03 05:52:54-07,0.86,4.53
49.54,Theatre District,0.89,1000.11,0.0062,2018-12-03 05:52:54-07,0.92,4.51
49.40,West End,0.89,1000.10,0.0113,2018-12-03 05:52:54-07,0.92,4.48
23.83,Back Bay,0.33,1034.01,,2018-12-13 07:45:01-07,0.61,3.00
23.77,Beacon Hill,0.33,1034.02,,2018-12-13 07:45:01-07,0.61,3.01
23.86,Haymarket Square,0.33,1034.02,,2018-12-13 07:45:01-07,0.61,3.03
23.90,Theatre District,0.33,1034.01,,2018-12-13 07:45:01-07,0.61,3.02
38.85,Back Bay,0.76,996.80,,2018-11-28 17:49:07-07,0.70,9.67
38.79,Beacon Hill,0.76,996.79,,2018-11-28 17:49:07-07,0.70,9.69
38.72,Fenway,0.77,996.82,,2018-11-28 17:49:07-07,0.70,9.60
37.27,Financial District,0.76,996.79,,2018-11-28 17:49:07-07,0.74,9.78
38.80,Haymarket Square,0.76,996.78,,2018-11-28 17:49:07-07,0.70,9.73
38.82,North End,0.75,996.78,,2018-11-28 17:49:07-07,0.70,9.75
38.77,North Station,0.76,996.79,,2018-11-28 17:49:07-07,0.70,9.70
38.70,Northeastern University,0.77,996.82,,2018-11-28 17:49:07-07,0.70,9.67
37.22,South Station,0.76,996.79,,2018-11-28 17:49:07-07,0.74,9.79
38.69,Theatre District,0.76,996.79,,2018-11-28 17:49:07-07,0.70,9.75
38.72,West End,0.76,996.79,,2018-11-28 17:49:07-07,0.70,9.69
42.70,Fenway,1.00,1015.03,,2018-12-16 12:45:07-07,0.76,9.91
42.19,Back Bay,0.89,1015.01,0.0062,2018-11-26 06:35:10-07,0.91,3.61
42.20,Beacon Hill,0.89,1015.01,0.0053,2018-11-26 06:35:10-07,0.92,3.64
41.98,Boston University,0.89,1015.02,,2018-11-26 06:35:10-07,0.92,3.61
41.95,Fenway,0.89,1015.02,,2018-11-26 06:35:10-07,0.92,3.58
42.33,Financial District,0.89,1015.01,0.0072,2018-11-26 06:35:10-07,0.91,3.63
42.30,Haymarket Square,0.89,1015.01,0.0052,2018-11-26 06:35:10-07,0.91,3.66
42.36,North End,0.89,1015.01,0.0052,2018-11-26 06:35:10-07,0.91,3.66
42.23,North Station,0.89,1015.01,0.0052,2018-11-26 06:35:10-07,0.92,3.67
42.04,Northeastern University,0.89,1015.02,,2018-11-26 06:35:10-07,0.92,3.57
42.31,South Station,0.89,1015.01,0.0075,2018-11-26 06:35:10-07,0.91,3.62
42.19,Theatre District,0.89,1015.01,0.0063,2018-11-26 06:35:10-07,0.92,3.62
42.16,West End,0.89,1015.01,0.0052,2018-11-26 06:35:10-07,0.92,3.66
45.39,Back Bay,1.00,1011.86,,2018-11-26 11:35:09-07,0.87,6.11
45.26,North Station,1.00,1011.88,,2018-11-26 11:35:09-07,0.87,6.02
45.42,Northeastern University,1.00,1011.85,,2018-11-26 11:35:09-07,0.87,6.16
44.76,Back Bay,0.99,989.77,,2018-11-27 04:15:20-07,0.96,3.30
44.75,Beacon Hill,0.99,989.77,,2018-11-27 04:15:20-07,0.96,3.40
44.66,Boston University,0.99,989.78,,2018-11-27 04:15:20-07,0.96,3.19
44.69,Fenway,0.99,989.78,,2018-11-27 04:15:20-07,0.96,3.17
45.42,Financial District,0.99,989.76,,2018-11-27 04:15:20-07,0.94,3.45
44.85,Haymarket Square,0.99,989.76,,2018-11-27 04:15:20-07,0.96,3.49
44.88,North End,0.99,989.76,,2018-11-27 04:15:20-07,0.96,3.51
44.83,North Station,0.99,989.76,,2018-11-27 04:15:20-07,0.96,3.48
44.76,Northeastern University,0.99,989.77,,2018-11-27 04:15:20-07,0.96,3.20
45.44,South Station,0.99,989.76,,2018-11-27 04:15:20-07,0.94,3.42
44.81,Theatre District,0.99,989.76,,2018-11-27 04:15:20-07,0.96,3.38
44.78,West End,0.99,989.77,,2018-11-27 04:15:20-07,0.96,3.44
33.53,Back Bay,0.73,1018.85,,2018-11-30 22:52:54-07,0.79,3.20
33.54,Beacon Hill,0.74,1018.85,,2018-11-30 22:52:54-07,0.79,3.25
33.43,Boston University,0.73,1018.85,,2018-11-30 22:52:54-07,0.79,3.14
33.37,Fenway,0.73,1018.86,,2018-11-30 22:52:54-07,0.79,3.13
33.57,Financial District,0.74,1018.84,,2018-11-30 22:52:54-07,0.79,3.28
33.61,Haymarket Square,0.74,1018.84,,2018-11-30 22:52:54-07,0.78,3.29
33.65,North End,0.74,1018.84,,2018-11-30 22:52:54-07,0.78,3.30
33.60,North Station,0.74,1018.84,,2018-11-30 22:52:54-07,0.78,3.28
33.41,Northeastern University,0.73,1018.86,,2018-11-30 22:52:54-07,0.79,3.16
33.54,South Station,0.73,1018.85,,2018-11-30 22:52:54-07,0.79,3.27
33.49,Theatre District,0.73,1018.85,,2018-11-30 22:52:54-07,0.79,3.25
33.54,West End,0.74,1018.84,,2018-11-30 22:52:54-07,0.79,3.27
40.99,Boston University,0.88,1016.05,,2018-11-30 11:52:55-07,0.60,1.40
41.85,Back Bay,0.87,1021.55,,2018-12-16 07:45:01-07,0.71,7.28
41.73,Beacon Hill,0.87,1021.57,,2018-12-16 07:45:01-07,0.72,7.29
41.51,Boston University,0.88,1021.55,,2018-12-16 07:45:01-07,0.72,7.14
42.08,Financial District,0.87,1021.57,,2018-12-16 07:45:01-07,0.71,7.40
41.95,Haymarket Square,0.87,1021.58,,2018-12-16 07:45:01-07,0.71,7.33
41.97,North End,0.87,1021.58,,2018-12-16 07:45:01-07,0.71,7.35
41.99,North Station,0.87,1021.58,,2018-12-16 07:45:01-07,0.71,7.29
42.06,Northeastern University,0.87,1021.54,,2018-12-16 07:45:01-07,0.71,7.30
42.04,Theatre District,0.87,1021.56,,2018-12-16 07:45:01-07,0.71,7.37
29.95,Back Bay,0.02,1015.52,,2018-11-30 02:52:54-07,0.84,3.24
29.93,Beacon Hill,0.03,1015.52,,2018-11-30 02:52:54-07,0.84,3.26
30.05,Boston University,0.02,1015.52,,2018-11-30 02:52:54-07,0.83,3.15
29.67,Fenway,0.02,1015.52,,2018-11-30 02:52:54-07,0.85,3.19
29.78,Financial District,0.03,1015.52,,2018-11-30 02:52:54-07,0.85,3.33
29.81,Haymarket Square,0.03,1015.51,,2018-11-30 02:52:54-07,0.84,3.29
29.84,North End,0.03,1015.51,,2018-11-30 02:52:54-07,0.84,3.31
29.75,North Station,0.03,1015.51,,2018-11-30 02:52:54-07,0.85,3.27
29.67,Northeastern University,0.02,1015.52,,2018-11-30 02:52:54-07,0.85,3.24
29.79,South Station,0.03,1015.52,,2018-11-30 02:52:54-07,0.85,3.33
29.71,Theatre District,0.03,1015.52,,2018-11-30 02:52:54-07,0.85,3.30
29.71,West End,0.03,1015.52,,2018-11-30 02:52:54-07,0.85,3.26
44.68,Back Bay,1.00,1023.32,,2018-12-14 22:45:01-07,0.90,6.22
44.54,Beacon Hill,1.00,1023.21,,2018-12-14 22:45:01-07,0.90,6.29
44.78,Boston University,1.00,1023.33,,2018-12-14 22:45:01-07,0.89,6.13
44.48,Fenway,1.00,1023.28,,2018-12-14 22:45:01-07,0.90,6.19
45.14,Financial District,1.00,1023.26,,2018-12-14 22:45:01-07,0.88,6.36
44.58,Haymarket Square,1.00,1023.31,,2018-12-14 22:45:01-07,0.90,6.29
44.52,North End,1.00,1023.21,,2018-12-14 22:45:01-07,0.90,6.36
44.54,North Station,1.00,1023.31,,2018-12-14 22:45:01-07,0.90,6.28
44.43,Northeastern University,1.00,1023.28,,2018-12-14 22:45:01-07,0.90,6.23
45.10,South Station,1.00,1023.26,,2018-12-14 22:45:01-07,0.88,6.36
44.45,Theatre District,1.00,1023.32,,2018-12-14 22:45:01-07,0.91,6.27
44.40,West End,1.00,1023.21,,2018-12-14 22:45:01-07,0.90,6.31
45.24,Beacon Hill,0.89,1021.79,,2018-12-15 04:45:02-07,0.91,4.49
46.44,Financial District,0.89,1021.79,,2018-12-15 04:45:02-07,0.87,4.55
45.17,Northeastern University,0.90,1021.81,,2018-12-15 04:45:02-07,0.92,4.42
46.45,South Station,0.89,1021.79,0.002,2018-12-15 04:45:02-07,0.88,4.54
45.26,West End,0.88,1021.79,,2018-12-15 04:45:02-07,0.91,4.51
41.72,North Station,0.93,1015.39,0.004,2018-11-26 06:05:10-07,0.91,3.55
34.17,Back Bay,0.52,991.62,,2018-11-28 01:52:34-07,0.81,4.91
34.13,Beacon Hill,0.52,991.61,,2018-11-28 01:52:34-07,0.81,4.93
34.12,Boston University,0.52,991.62,,2018-11-28 01:52:34-07,0.81,4.84
34.11,Fenway,0.52,991.63,,2018-11-28 01:52:34-07,0.81,4.87
34.53,Financial District,0.52,991.61,,2018-11-28 01:52:34-07,0.80,4.98
34.18,Haymarket Square,0.52,991.60,,2018-11-28 01:52:34-07,0.81,4.95
34.20,North End,0.52,991.60,,2018-11-28 01:52:34-07,0.81,4.96
34.17,North Station,0.52,991.60,,2018-11-28 01:52:34-07,0.81,4.93
34.12,Northeastern University,0.53,991.63,,2018-11-28 01:52:34-07,0.81,4.90
34.52,South Station,0.52,991.61,,2018-11-28 01:52:34-07,0.80,4.98
34.12,Theatre District,0.52,991.62,,2018-11-28 01:52:34-07,0.81,4.96
34.12,West End,0.52,991.61,,2018-11-28 01:52:34-07,0.81,4.93
40.53,North End,1.00,1014.19,,2018-11-25 23:12:12-07,0.91,1.22
40.40,Theatre District,1.00,1014.18,,2018-11-25 23:12:12-07,0.92,1.19
37.52,Fenway,0.57,998.48,,2018-11-28 21:09:17-07,0.71,9.38
20.06,Beacon Hill,0.62,1030.21,,2018-12-13 01:45:02-07,0.61,3.73
20.06,West End,0.62,1030.21,,2018-12-13 01:45:02-07,0.61,3.76
30.19,Back Bay,0.11,1022.19,,2018-12-09 17:08:21-07,0.58,5.09
30.15,Beacon Hill,0.11,1022.18,,2018-12-09 17:08:21-07,0.58,5.12
30.15,Boston University,0.11,1022.19,,2018-12-09 17:08:21-07,0.58,4.99
30.08,Fenway,0.11,1022.19,,2018-12-09 17:08:21-07,0.58,5.01
28.80,Financial District,0.11,1022.18,,2018-12-09 17:08:21-07,0.61,5.18
30.19,Haymarket Square,0.11,1022.18,,2018-12-09 17:08:21-07,0.58,5.17
30.22,North End,0.11,1022.18,,2018-12-09 17:08:21-07,0.58,5.19
30.18,North Station,0.11,1022.18,,2018-12-09 17:08:21-07,0.58,5.15
30.09,Northeastern University,0.11,1022.19,,2018-12-09 17:08:21-07,0.58,5.05
28.78,South Station,0.11,1022.19,,2018-12-09 17:08:21-07,0.61,5.19
30.13,Theatre District,0.11,1022.19,,2018-12-09 17:08:21-07,0.58,5.15
30.13,West End,0.11,1022.18,,2018-12-09 17:08:21-07,0.58,5.14
44.92,Back Bay,0.99,1008.40,0.0093,2018-11-26 15:05:09-07,0.87,7.47
44.91,Beacon Hill,0.99,1008.41,0.0066,2018-11-26 15:05:09-07,0.87,7.51
44.81,Boston University,0.98,1008.39,0.0149,2018-11-26 15:05:09-07,0.87,7.30
44.80,Fenway,0.98,1008.38,0.013,2018-11-26 15:05:09-07,0.87,7.36
45.47,Financial District,0.99,1008.41,0.0045,2018-11-26 15:05:09-07,0.85,7.63
44.96,Haymarket Square,0.99,1008.42,0.0045,2018-11-26 15:05:09-07,0.86,7.57
45.00,North End,0.99,1008.42,0.0043,2018-11-26 15:05:09-07,0.86,7.60
44.92,North Station,0.99,1008.42,0.0055,2018-11-26 15:05:09-07,0.87,7.53
44.90,Theatre District,0.99,1008.40,0.0065,2018-11-26 15:05:09-07,0.87,7.58
44.88,West End,0.99,1008.42,0.0056,2018-11-26 15:05:09-07,0.87,7.52
44.09,Back Bay,0.58,1006.86,,2018-11-29 09:52:54-07,0.53,11.51
44.03,Beacon Hill,0.58,1006.85,,2018-11-29 09:52:54-07,0.53,11.59
44.10,Boston University,0.58,1006.87,,2018-11-29 09:52:54-07,0.53,11.38
44.01,Financial District,0.57,1006.84,,2018-11-29 09:52:54-07,0.53,11.66
44.04,Haymarket Square,0.57,1006.84,,2018-11-29 09:52:54-07,0.53,11.67
44.06,North End,0.57,1006.84,,2018-11-29 09:52:54-07,0.53,11.70
44.07,North Station,0.58,1006.84,,2018-11-29 09:52:54-07,0.53,11.65
44.22,Northeastern University,0.58,1006.86,,2018-11-29 09:52:54-07,0.53,11.43
44.07,South Station,0.57,1006.85,,2018-11-29 09:52:54-07,0.53,11.65
44.12,Theatre District,0.57,1006.85,,2018-11-29 09:52:54-07,0.53,11.60
44.04,West End,0.58,1006.84,,2018-11-29 09:52:54-07,0.53,11.62
26.16,Back Bay,0.53,1033.65,,2018-12-13 08:45:01-07,0.58,2.78
25.88,Boston University,0.53,1033.66,,2018-12-13 08:45:01-07,0.58,2.73
26.24,Fenway,0.53,1033.65,,2018-12-13 08:45:01-07,0.58,2.73
25.27,Financial District,0.52,1033.65,,2018-12-13 08:45:01-07,0.61,2.84
26.26,Haymarket Square,0.52,1033.66,,2018-12-13 08:45:01-07,0.58,2.84
26.28,North End,0.52,1033.66,,2018-12-13 08:45:01-07,0.58,2.85
26.28,North Station,0.52,1033.66,,2018-12-13 08:45:01-07,0.58,2.83
26.34,Northeastern University,0.53,1033.65,,2018-12-13 08:45:01-07,0.58,2.75
25.33,South Station,0.52,1033.65,,2018-12-13 08:45:01-07,0.61,2.83
26.24,West End,0.52,1033.66,,2018-12-13 08:45:01-07,0.58,2.82
41.04,Fenway,0.98,1014.34,,2018-11-25 23:49:02-07,0.92,1.79
